Gene	LFC	p.value	FDR	B
ENSG00000008441	-1.60276777586148	1.25008960211972e-70	1.30735526741913e-69	Inf
ENSG00000008513	0.79055899069833	7.74801802152145e-27	1.96676276470539e-26	Inf
ENSG00000008516	-0.122661702978515	0.305026319866818	0.322423935861559	0.742654567619521
ENSG00000008710	-0.794789404053955	1.64593305485045e-60	1.21485135318232e-59	Inf
ENSG00000008735	1.19637003836694	2.34421252827067e-19	4.81073757751166e-19	Inf
ENSG00000008838	1.21945759878101	7.24571332346637e-26	1.78540099836316e-25	Inf
ENSG00000008853	-0.43184885498291	2.09841684910531e-18	4.17893305915662e-18	Inf
ENSG00000008869	-0.00322890908579301	0.915066430907861	0.920216182933397	-2.44528793364985
ENSG00000008952	-0.463476847499809	8.32904490234454e-20	1.73534757329113e-19	Inf
ENSG00000008988	-0.489959149013121	1.91491204066522e-16	3.58788826881403e-16	35.638188281009
ENSG00000009307	-0.739641613833477	5.05078210762857e-28	1.32388663936646e-27	Inf
ENSG00000009335	0.477492723134441	1.54392254833542e-31	4.47830360012161e-31	Inf
ENSG00000009413	-0.65338856196843	6.22466086044624e-23	1.41304487600531e-22	Inf
ENSG00000009694	-2.07875521232795	9.8945651494646e-40	3.67686613538769e-39	Inf
ENSG00000009724	-2.12559750762774	1.15111054262652e-82	1.90413417074014e-81	Inf
ENSG00000009780	-0.715460868273271	1.30208063725447e-51	7.08241831778323e-51	Inf
ENSG00000009790	0.248733468632204	6.59375536669464e-10	1.01616285325318e-09	20.7072322431617
ENSG00000009830	-0.104376368771637	0.00473659303921078	0.00561302174959365	5.17703723421535
ENSG00000009844	0.782970062224645	3.47781159669932e-46	1.5715842975531e-45	Inf
ENSG00000009954	0.511543967444408	1.61411513977662e-33	4.95707670976593e-33	Inf
ENSG00000010017	1.14871104348642	5.01208009945387e-72	5.52091684623252e-71	Inf
ENSG00000010030	1.43918034765928	1.4256457514833e-52	8.02910373812036e-52	Inf
ENSG00000010072	0.248376288179061	3.85500233305994e-10	5.97913670903445e-10	21.2375746551739
ENSG00000010165	0.523617482129393	1.89524878755004e-35	6.14099640720826e-35	Inf
ENSG00000010219	0.0324646320981091	0.636541734098981	0.652823996269301	-0.631475695246395
ENSG00000010244	0.189978808408217	0.00016059262088303	0.000204434265141686	8.49505962084004
ENSG00000010256	0.23589201371142	3.08441382821165e-15	5.58536291123926e-15	32.8247775642489
ENSG00000010270	0.291400210698806	2.23822054111178e-10	3.49735551247457e-10	21.7738437499614
ENSG00000010278	1.10060575217601	4.84600804130024e-52	2.67816419968613e-51	Inf
ENSG00000010292	0.787562333917094	1.98412535551178e-64	1.66817568918046e-63	Inf
ENSG00000010295	-0.655930659655828	1.79051514014615e-61	1.37193838742591e-60	Inf
ENSG00000010310	-1.08032915822209	9.81278230514556e-22	2.15491141078253e-21	Inf
ENSG00000010318	-1.03071284762508	9.36732469306979e-69	9.14245836867783e-68	Inf
ENSG00000010319	-3.54019528211323	4.72542260793183e-143	1.79988860071593e-140	Inf
ENSG00000010322	-1.06339975989247	2.25238963899152e-89	4.78723753814439e-88	Inf
ENSG00000010327	-1.21546573003789	7.17941874296549e-76	9.05182115728942e-75	Inf
ENSG00000010361	-0.868271840621129	1.68867749381507e-34	5.33433392524645e-34	Inf
ENSG00000010404	-0.557162017194125	4.05228138784561e-44	1.7220411276476e-43	Inf
ENSG00000010539	0.299522895734766	8.95254216121127e-14	1.55575813712777e-13	29.4918590233399
ENSG00000010610	0.103402758969446	0.00098050987300369	0.00120382559181062	6.72104624911658
ENSG00000010626	0.26821931178457	2.67435826806071e-09	4.0376015507388e-09	19.3276149839573
ENSG00000010671	0.302384746425783	1.68698168947082e-16	3.16533224959822e-16	35.638188281009
ENSG00000010704	-0.836443291534152	1.53031923989117e-24	3.62695933816682e-24	Inf
ENSG00000010803	-0.0879989754401362	0.0429657450046821	0.0482344057393755	2.98224620152282
ENSG00000010810	-0.676019648941792	1.50037617104352e-46	6.85277522867907e-46	Inf
ENSG00000010818	0.341496223582139	1.66935927607315e-10	2.61978815590185e-10	22.0627576380533
ENSG00000010932	-0.588662125885213	4.18222422220619e-06	5.67111798690391e-06	12.0801186127101
ENSG00000011007	-0.331676436620722	3.70358914017105e-27	9.48774322386475e-27	Inf
ENSG00000011009	0.571781948738202	1.14367391850803e-48	5.59430087748741e-48	Inf
ENSG00000011021	-1.19453419651867	4.76098787232617e-95	1.25749157781111e-93	Inf
ENSG00000011028	0.0337708010255289	0.402451463230854	0.421527062653114	0.316507783844545
ENSG00000011052	1.33212839360331	4.01225328637948e-18	7.92161425004182e-18	Inf
ENSG00000011105	0.631335591332249	1.57380223938258e-39	5.80658006954461e-39	Inf
ENSG00000011114	-0.432370851284205	5.81032340638737e-31	1.65874992078996e-30	Inf
ENSG00000011132	0.0693258123674581	0.0229461380316325	0.0262050182949226	3.61524986002349
ENSG00000011143	0.134980731519066	0.006263591361712	0.00738267274995272	4.90120948514055
ENSG00000011198	-0.504860927809725	5.4025094300055e-18	1.06157916766087e-17	Inf
ENSG00000011201	0.282159503843677	0.00776908572145002	0.00910819267230419	4.68943105095904
ENSG00000011243	0.302076873051283	1.98077729695679e-19	4.07704360013546e-19	Inf
ENSG00000011258	-0.0319657868007648	0.691574917867969	0.706262284711845	-0.877299432303399
ENSG00000011260	1.06332367305387	6.10413922417239e-26	1.50795888599883e-25	Inf
ENSG00000011275	0.0163661601251306	0.555715681372393	0.574489591613743	-0.300192570572633
